;;;;;;;;;;;;;;;;
6;Nr sklepu;Miasto;Kod pocztowy;Ulica;;Data dostawy;Data monta?u;Nr zamówienia;CSP;Wykonawca;;Nr Maszyny;;;;
Mszczonów;7161;Wiskitki;96-315;Spó?dzielcza 1;;aura;16.06.2025;PO25/11561;B/317161000125;Grzegorz;;25101111;52,023867;20,470660;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gorzów Wlkp.;7871;Witkowo II;73-102;Ul. Turkusowa 2;Mapa Google Koniec;aura;;PO25/14680;B/317871000125;leopienkowski;;25101098;53,337000;15,050000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gda?sk;6117;Gda?sk;80-280;Ul. Norwida 15;;aura;23.06.2025;PO25/14257;B/326117000125;rekord8;;25100765;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;7855;D?bki;76-156;Ul. Handlowa 1;;aura;;PO25/14017;B/317855000125;rekord8;;25100727;54,278190;16,425110;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Koszalin;6489;Ustka;76-270;Ul. S?upska 27;;aura;;PO25/13905;B/35KSZA000225;rekord8;;25100740;54,580480;16,861940;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7777;Wyry;43-175;Pszczy?ska 51;;aura;09.06.2025;PO24/14042;B/317777000224;Martin;;25100679;50,156146;18,928839;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;4083;Bielsko Bia?a;43-346;Katowicka 51;;aura;20.06.2025;PO25/07325;B/314083000125;martin;;25100301;49,822450;19,046860;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5760;Warszawa;02-786;Ul. Ciszewskiego 9;;aura;16.06.2025;PO25/04168;B/315760000123;Grzegorz;;25101087;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;5198;Miasteczko ?l?skie;42-610;Wo?nicka 20A;;aura;21.07.2025;PO25/09190;B/325198000125;martin;;25101089;50,445480;18,861470;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;4169;Ruda ?l?ska;41-706;Borowa 8;;aura;21.07.2025;PO25/13865;B/324169000125;martin;;25100316;50,258400;18,856320;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;3070;Rybnik;44-251;(ul. Sztolniowa 38);;aura;28.07.2025;PO25/13334;B/323070000125;martin;;25100422;50,097130;18,541790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;7444;Wodzis?aw ?l?ski;44-300;Ul. Chrobrego 9;;aura;17.07.2025;PO25/13314;B/317444000124;martin;;25101499;50,003000;18,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;7466;Sulechów;66-100;Ul. Odrza?ska / Na przeciwko Mcdonald [Mini Centrum];;aura;25.07.2025;PO25/15402;B/317466000125;sas;;25100337;52,083620;15,625130;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;2760;Pieszyce;58-250;Ul. Ogrodowa 20A;;aura;30.07.2025;PO25/15408;B/322760000125;iweksw;;25100192;50,713700;16,639800;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;5218;Opole;45-349;FABRYCZNA 1;;aura;;PO25/15414;B/325218000123;Grzegorz;;24100563;50,672110;17,925330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;7797;Lublin;20-817;Bohaterów Wrze?nia 3;;aura;09.07.2025;PO25/06777;B/317797000224;mazurek;;25100323;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Olsztyn;5839;Glinojeck;06-450;Ul. P?ocka 30;;aura;06.08.2025;PO25/13842;B/325839000125;Grzegorz;;25101484;53,263000;20,177000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;6085;?omianki;05-092;ul. Warszawska 201/203;;aura;07.08.2025;PO25/17041;B/326085000125;Grzegorz;;25101420;52,334000;20,886000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;4784;Warszawa;02-993;ul. Syta 100;;aura;04.08.2025;PO25/14842;B/324784000125;Grzegorz;;25101856;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;5779;Pyrzyce;74-200;ul. Adama Mickiewicza 2A;;aura;28.07.2025;PO25/00342;B/325779000125;LeoPienkowski;;25100602;53,145000;14,892000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;4210;Szczecin;71-685;Ul. Bandurskiego 90;;aura;31.07.2025;PO25/14056;B/314210000125;LeoPienkowski;;25101801;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;5228;Szczecin;70-786;ul. Botaniczna 29;;aura;04.08.2025;PO25/15947;B/325228000125;leoPienkowski;;25100714;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wyszków;1955;Mi?sk Mazowiecki;05-300;D?brówki 30;;aura;Monta? 06.08;PO25/18157;B/321955000125;Grzegorz;;25103757;52,179000;21,572000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;3641;Che?m;22-100;Ul.Armii Krajowej 13;;aura;04.08.2025;PO25/16716;B/323641000125;mazurek;;25102501;51,143000;23,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Olsztyn;1756;K?trzyn;11-400;Ul. Pl. S?owia?ski 3;;aura;04.08.2025;PO25/13803;B/321756000125;wizard;;25102582;54,076760;21,375270;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;5392;Olsztyn;10-339;Ul. Poprzeczna 24;;aura;08.08.2025;PO25/13567;B/325392000124;wizard;;25102669;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;3629;Strzelce Opolskie;47-100;Ul. Stawowa 2;;aura;;PO25/15399;B/323629000123;martin;;25101125;50,510700;18,300560;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;1591;Gorzów;66-400;ul. Pionierów 3;;aura;05.08.2025;PO25/17737;B/321591000124;Krystian Sas;;25103656;52,248810;15,377565;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sieradz;7642;?ód?;94-109;Pienista 59;;aura;23.06.2025;PO25/11549;B/317642000124;elmak;;25101115;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;5163;Wroc?aw;50-079;Ul. Grabarska 2;;aura;;PO25/16030;B/325163000123;Grzegorz;;25103751;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;1795;Pu?tusk;06-100;Ul. Jana Paw?a II 2/4;;aura;08.08.2025;PO25/12214;B/321795000125;Grzegorz;;25102773;52,702500;21,082760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5379;Warszawa;04-345;Ul. Wspólna Droga 27;;aura;06.08.2025;PO25/14477;B/325379000125;Grzegorz;;25103002;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;4007;Ostrów Wielkopolski;63-400;Ul. Jerzego Ofierskiego 1;;aura;18.08.2025;PO25/16685;B/324007000123;elmak;;25103728;51,655010;17,806860;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;1553;Siedlce;08-100;Ul. Rynkowa 20;;aura;;PO25/08075;B/321553000125;Grzegorz;;25102621;52,167720;22,290060;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;1704;Suchedniów;26-130;Kielecka 5A;;aura;18.08.2025;PO25/14657;B/316954000124;Grzegorz;;25102778;51,362886;20,929551;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Mszczonów;6954;Jasieniec;;ul. Warecka 3;otw. 21.08;UWAGA ZAMIANA DOSTAWA DO SKLEPU 1704;18.08.2025;PO25/14657;B/316954000124;;;25102778;51,974000;20,520000;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Mszczonów;5655;Marynin;05-825;ul. Partyzantów AK 2/4;;aura;18.08.2025;PO25/12925;B/325655000125;Grzegorz;;25102735;52,103870;20,633700;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Lubartów;2379;Bia?a Podlaska;21-500;Ul. Anny Jagiellonki 1;;aura;04.08.2025;PO25/16479;B/322379000123;Grzegorz;;25101488;52,032380;23,116520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;4461;Wroc?aw;50-147;Ul. Krakowska 1;;aura;;PO25/17903;B/324461000123;iweksw;;25102743;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;2137;Gryfice;72-300;Ul. 3 maja 21;;aura;;PO25/16243;B/322137000125;Kamil Zygmunciak;;25101862;53,916500;15,200270;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;4057;Z?ocieniec;78-520;Ul. Po?czy?ska 12;;aura;24.07.2025;PO25/17148;B/314057000125;Kamil Zygmunciak;;25100605;53,920643;15,992907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;5683;J?drzejów;28-300;ul. Jasionka 15A;;aura;25.07.2025;PO25/09410;B/325683000124;Kamil Zygmunciak;;25101210;50,639450;20,304540;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;1205;Poznan;61-129;ul. Malachowskiego 14;;aura;04.08.2025;PO25/16961;B/321205000125;jwurst;;25103702;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;2596;Kraków;30-011;ul. Wroclawska 28;;aura;01.08.2025;PO25/09755;B/322596000125;Kamil Zygmunciak;;25102531;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;3715;Nak?o nad Noteci?;89-100;Ul. Potulicka 4B;;aura;11.08.2025;PO25/13941;B/323715000225;Karol Pozna?ski;;25103175;53,142140;17,601810;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;4216;Konin;62-510;Ul. Przyja?ni 6;;aura;04.08.2025;PO25/03643;B/324216000125;elmak;;25101841;52,223380;18,251210;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;5791;Gda?sk;80-034;Ul. Wawelska 2A;;aura;14.08.2025;PO25/16201;B/325791000125;rekord8;;25103747;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;2778;Dobczyce;32-410;Ul. Zarabie 6l;;aura;08.08.2025;PO25/06756;B/322778000125;mpad;;25102517;49,908000;19,874000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;3319;Biertowice;32-440;Biertowice 366;;aura;08.08.2025;PO25/06760;B/323319000125;mpad;;25103634;49,908000;19,874000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;7769;?widnik;21-047;Ul. Aleje Jana Paw?a II 3;;aura;30.08.2025;PO24/27030;B/317769000124;mazurek;;25102707;51,218980;22,696210;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;3672;Zamo??;22-400;Ul. Lubelska 40;;aura;28.08.2025;PO25/18948;B/323672000125;mazurek;;25102739;50,723140;23,251960;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5971;Warszawa;03-153;ul. Animuszu 1;;aura;28.08.2025;PO25/18626;B/325971000125;Grzegorz;;25103654;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;2387;Warszawa;03-287;G?ebocka 13;;aura;26.08.2025;PO25/18628;B/322387000125;Grzegorz;;25102406;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5298;Kraków;31-231;Ul. Siewna 46;;aura;28.08.2025;PO25/14060;B/325298000125;mpad;;25102789;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2085;?a?cut;37-100;ul. Podzwierzyniec 39;;aura;26.08.2025;PO25/14567;B/322085000124;bakeryserwis;;25103731;50,068710;22,229120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;1418;Chojnów;59-225;Ul.Kolejowa 6;;aura;20.08.2025;PO25/15555;B/321418000124;iweksw;;25103715;51,210060;16,161900;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Koszalin;1034;Bia?ogard;78-200;Ul. Staromiejska 29;;aura;25.08.2025;PO25/03284;B/321034000124;leopienkowski;;25103754;54,006960;15,987510;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;1686;Janikowo;88-160;Ul. G?ówna 10;;aura;11.08.2025;PO25/15804;B/321686000125;Karol Pozna?ski;;25103705;52,822895;18,234153;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;5904;W?oc?awek;87-800;Ul. Zielony rynek 5;;aura;11.08.2025;PO25/12464;B/325904000125;Karol Pozna?ski;;25101430;52,648170;19,067800;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;1682;Siemiatycze;17-300;ul. Nadrzeczna 1;;aura;14.08.2025;PO25/12944;B/321682000125;Grzegorz;;25102751;52,427000;22,862000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kostrzyn;1649;Swarzedz;62-020;ul. Cieszkowskiego 5/7;;aura;31.07.2025;PO25/16743;B/321649000125;jwurst;;25101079;52,412890;17,085030;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;4964;S?dziszów;39-120;Ul. Jana Paw?a II 54a;;aura;04.09.2025;PO25/09898;B/324964000224;bakeryserwis;;25102383;50,070000;21,700000;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Kraków;2602;Mszana Dolna;34-730;Krakowska 3;;aura;;PO25/15703;B/35KRAK000225;Bartech;;25102365;49,835215;19,951290;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;3646;Kraków;30-001;Porucznika Halszki 3A;;aura;;PO25/15706;B/35KRAK000225;Bartech;;25102526;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;3159;Kraków;30-609;Tadeusza Polomskiego 14;;aura;;PO25/15705;B/35KRAK000225;Bartech;;25102498;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;3465;Czarny Dunajec;34-470;Kolejowa 22;;aura;;PO25/15704;B/35KRAK000225;Bartech;;25102463;49,895212;19,264320;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;4743;Kraków;31-051;Berka Joselewicza 28;;aura;;PO25/15709;B/35KRAK000225;Bartech;;25103788;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;3162;?ukowo;83-330;ul. Ksi???t Pomorskich 2d;;aura;04.08.2025;PO25/17267;B/323162000125;rekord8;;25102371;54,342000;18,365000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gdansk;1250;Gdansk;80-807;ul. Chalubinskiego 27;;aura;04.08.2025;PO25/16049;B/321250000125;rekord8;;25100299;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;4999;Elbl?g;82-300;Ul. ?eromskiego 1;;aura;04.08.2025;PO25/14817;B/324999000125;rekord8;;25100203;54,152200;19,408840;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;2106;Wa?brzych;58-300;Aleja Wyzwolenia 44;;aura;05.09.2025 szkolenie;PO25/14999;B/322106000125;iweksw;;25102714;50,771410;16,284320;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;4123;Wroc?aw;50-148;Ul. Krawiecka 3/3A;;aura;09.09.2025;PO25/18996;B/324123000125;iweksw;;25102380;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;1944;Wroclaw;54-432;ul. Strzegomska 194;;aura;11.09.2025;PO25/19096;B/321944000125;iweksw;;25102598;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;3723;Olesno;46-300;ul. Dobrodzie?ska 7;;aura;18.09.2025;PO25/19155;B/323723000124;martin;;25103786;51,094960;17,968920;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubin;5426;Boles?awiec;59-700;ul. Tysiaclecia 43;;aura;18.09.2025;PO25/14861;B/325426000125;iweksw;;25102601;51,264180;15,569700;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;3309;Rumia;84-230;Ul. Kosynierów 55;;aura;25.09.2025;PO25/19328;B/323309000125;rekord8;;25103940;54,570920;18,388020;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;7644;Nowe Miasto;09-120;ul. Warszawska 51;;aura;08.09.2025;PO25/17639;B/317644000124;Sztyber;;25102603;52,623000;20,375000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;2495;Toru?;87-100;Ul. Dziewulskiego 10;;aura;08.09.2025;PO25/19174;B/322495000125;karolpozna?ski;;25102512;53,013750;18,598140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;6177;Brzostek;39-230;Ul. Mys?owskiego 5a;;aura;16.09.2025;PO25/09629;B/326177000125;mpad;;25102387;50,000800;21,360600;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;5784;Sandomierz;27-600;Ul. Kwiatkowskiego 67;;aura;09.09.2025;PO25/18771;B/325784000125;mazurek;;25102494;50,682650;21,748980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;3073;Szczecin;70-840;Ul. Goleniowska 87;;aura;18.09.2025;PO25/15931;B/323073000125;leopienkowski;;25103844;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;4392;Warszawa;01-931;ul. Wó?czy?ska 121;;aura;25.09.2025;PO25/20153;B/314392000125;Grzegorz;;25104035;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;2947;?yrardów;96-300;Ul. Mickiewicza 36;;aura;25.09.2025;PO25/20356;B/322947000125;Grzegorz;;25104218;52,048800;20,445990;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4419;Warszawa;01-703;G?bi?ska 22;;aura;27.09.2025;PO25/19184;B/324419000125;Grzegorz;;25103923;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7634;?ód?;93-636;J?drzejowska 51;;aura;25.09.2025;PO25/10823;B/317634000123;Elmak;;25104139;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;3807;Knyszyn;19-120;Ul. Szkolna 4;;aura;02.10.2025;PO25/08605;B/323807000125;zbyszekmarchocki;;25104150;53,407000;22,797000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kostrzyn;1985;Pozna?;61-611;Naramowicka 219;;aura;02.10.2025;PO25/19543;B/321985000125;jwurst;;25103848;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;7860;Kraków;30-702;Romanowicza 4b;;aura;23.09.2025;PO25/11638;B/317860000125;Grzegorz;;25103889;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;7851;Nowa Ruda;57-401;Ul. Gen. J. Soko?a 9;;aura;25.09.2025;PO25/11829;B/317851000125;iweksw;;25104230;50,580080;16,501640;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5877;Cz?stochowa;42-202;Ul. M. Faradaya 21;;aura;25.09.2025;PO25/18073;B/325877000125;Grzegorz;;25103965;50,796460;19,124090;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;5531;?ywiec;34-310;Ul. Dworcowa 1;;aura;25.09.2025;PO25/18713;B/325531000125;Grzegorz;;25103920;49,685290;19,192430;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;6256;Zakopane;34-500;Ul. Szkolna 5;;aura;19.09.2025;PO25/13886;B/316256000124;Grzegorz;;25103915;49,299000;19,949000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;1365;Warszawa;01-318;Ul. Szobera 3A;;aura;30.09.2025;PO25/20160;B/321365000225;Grzegorz;;25104164;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2770;Po?aniec;28-230;Ul. Czarneckiego 1;;aura;30.09.2025;PO25/18323;B/322770000125;bakeryserwis;;25104059;50,563070;21,165930;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gorzów Wlkp.;6011;Lwówek;64-310;Ul. Pniewska 53b;;aura;29.09.2025;PO25/18932;B/326011000125;Grzegorz;;25104062;52,319500;16,128440;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sosnowiec;5665;Zator;32-640;Ul. 1 maja 6;;aura;08.10.2025;PO24/15051;B/315665000224;Martin;;25104207;50,034370;19,210370;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sosnowiec;5685;Trzebinia;32-540;ul. Kosciuszki 43a;;aura;08.10.2025;PO25/16071;B/325685000125;Martin;;25104491;50,160000;19,469000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubin;2443;Jelenia Góra;58-506;Wiejska 24;;aura;09.10.2025;PO25/15512;B/322443000125;iweksw;;25103931;50,904000;15,735000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;6366;K?ty Wroc?awskie;55-080;Handlowa 6 [Obok mcdonald];;aura;08.10.2025;PO25/11826;B/316366000123;iweksw;;25104486;51,045000;17,210000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubin;1498;Legnica;59-200;Ul. Asnyka 27;;aura;02.10.2025;PO25/15255;B/321498000124;iweksw;;25100344;51,210060;16,161900;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;3009;Zielona Góra;65-022;Ul. Sulechowska 38;;aura;30.09.2025;PO25/20540;B/323009000125;jkoziol;;25103869;51,935480;15,506430;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;7744;Lublin;20-518;Kr??nicka 17;;aura;09.09.2025;PO25/16898;B/317744000223;mazurek;;25103808;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gda?sk;5332;Przywidz;83-047;Ul. Gda?ska 22;;aura;06.10.2025;PO25/17546;B/325332000125;rekord8;;25104717;54,261000;18,623400;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gda?sk;4250;Gda?sk;80-333;Ul. Pomorska 25;;aura;;PO25/21440;B/35GDAN000225;rekord8;;25104513;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;2479;Gryfów ?l?ski;59-620;Kolejowa 40;;aura;10.10.2025;PO25/15124;B/322479000125;iweksw;;25104522;51,134981;15,562182;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wojnicz;2899;Tyczyn;36-020;Ul. Orkana 2a;;aura;13.10.2025;PO25/09243;B/322899000125;bakeryserwis;;25104588;49,964000;22,033000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;4633;Lublin;20-445;Ul. Zemborzycka 65;;aura;16.09.2025;PO25/14403;B/314633000222;mazurek;;25100363;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;2089;Rzeszów;35-078;Ul. Hetma?ska 56;;aura;20.10.2025;PO25/18252;B/322089000124;bakeryserwis;;25104387;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;7630;Okmiany;59-225;Ul. Szwedzka 1h;;aura;20.10.2025;PO25/16271;B/317630000124;iweksw;;25104595;51,210060;16,161900;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Olsztyn;1798;W?gorzewo;11-600;Ul. Zamkowa 2;;aura;17.10.2025;PO25/22078;B/321798000125;Zbyszek Marchocki;;25104414;54,082012;20,957733;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Olsztyn;4664;Stawiski;18-520;Ul. Kossaka 2;;aura;20.10.2025;PO25/20386;B/324664000125;Zbyszek Marchocki;;25104567;53,028353;22,486783;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sieradz;2196;Cz?stochowa;42-200;Ul. ?wi?tej Jadwigi 60/62;;aura;20.10.2025;PO25/07694;B/322196000125;elmak;;25104571;50,796460;19,124090;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;5420;Kotlin;63-220;Ul. Pozna?ska 42;;aura;15.10.2025;PO25/19802;B/325420000124;elmak;;25104478;51,972660;17,502560;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;4582;Warszawa;02-231;Ul. Jutrzenki 177;;aura;27.10.2025;PO25/22653;B/324582000125;Grzegorz;;25103316;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;3259;Warszawa;02-495;Skoroszewska 5B;;aura;27.10.2025;PO25/22682;B/323259000126;Grzegorz;;25104807;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;7367;Bartoszyce;11-200;Pileckiego 15;;aura;24.10.2025;PO25/22660;B/317367000225;wizard;;25104388;54,253540;20,808190;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;1357;Olsztyn;10-266;Okrzei 10;;aura;28.10.2025;PO25/20902;B/321357000125;wizard;;25104525;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;3718;Turek;62-700;Kaliska 63a;;aura;27.10.2025;PO25/18842;B/323718000125;elmak;;25103842;52,015480;18,500550;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
